_dataobs_,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,class,F_class,_WARN_,Q_class0,Q_class1,R_class0,R_class1,U_class,b_class,EM_SEGMENT,EM_EVENTPROBABILITY,EM_PROBABILITY,EM_CLASSIFICATION,EM_CLASSTARGET
6317,-0.13302,-0.02651,0.99341,-0.01309,0.00755,-0.02052,-0.39905,0.04445,-0.54614,-0.20748,-0.01249,-0.01808,0.00034,-0.30692,-0.12392,-0.01994,-0.00462,-0.04702,-0.0154,-0.38176,-0.00075,-0.05107,0.21631,-0.2723,-0.00999,0.00015,-0.66477,-0.02507,-0.01026,-0.02753,0.71576,-0.67147,-0.42257,2.31183,-0.02991,-0.00463,-0.01767,-0.14052,-0.0074,-0.01343,-0.02153,-0.01518,0.00361,-0.01232,-0.03427,-0.49946,0.0073,0.39322,0.13124,-0.02691,0.03694,0.00171,-0.07776,0.00915,-0.00166,-0.00931,-0.02247,-0.03403,-0.05611,-0.01868,0.57842,0.06616,0,0,,0.999892238,0.000107762,0.0003129272,-0.000312927,0,19,19,0.0003129272,0.9996870728,0,0
6318,-0.08265,-0.08498,0.33831,-0.0267,0.00768,-0.00353,-0.40351,0.09305,-0.36611,-0.15985,-0.0124,-0.00837,-0.00854,-0.18701,0.46547,-0.01038,-0.00014,-0.06693,-0.01588,-0.41682,0.00319,-0.02549,0.33704,-0.16301,-0.00999,-0.01667,-0.2766,-0.0269,-0.00552,-0.0284,1.03344,-0.67808,-0.46122,1.35458,-0.02513,0.02514,-0.01891,0.02452,-0.00739,-0.01439,-0.02614,-0.01685,0.00389,0.08781,-0.04145,-0.34817,0.0089,0.3755,-0.52452,-0.02779,-0.00859,-0.01658,-0.07568,0.00908,0.00241,-0.00924,-0.02312,0.00911,0.04378,-0.0193,0.85384,-0.01892,0,0,,0.9999088801,0.0000911199,0.0003492113,-0.000349211,0,18,18,0.0003492113,0.9996507887,0,0
6320,-0.07797,0.117,0.08724,-0.14819,0.00732,0.05151,-0.37499,-0.15744,-0.29718,-0.15567,-0.01239,-0.00466,0.06794,-0.47435,-0.56244,-0.00672,0.0041,-0.03214,-0.01439,-0.21368,0.00424,0.06488,-0.28524,-0.47711,-0.00998,-0.01146,-0.38852,-0.01429,-0.00102,-0.01399,-0.36821,-0.66036,-0.23727,0.20615,-0.03388,-0.09619,-0.00503,-0.13229,-0.00721,-0.00357,-0.00746,-0.00271,0.00386,-0.09012,-0.02851,-0.01125,0.02305,-0.26935,1.17347,-0.01334,-0.03503,-0.01309,-0.09652,0.00951,0.00822,-0.00967,0.03626,-0.03925,-0.27744,-0.00918,-0.37968,0.00751,0,0,,0.9994804718,0.0005195282,0.0044541093,-0.004454109,0,7,7,0.0044541093,0.9955458907,0,0
6333,0.07067,0.04052,-0.27225,-0.17375,0.00701,0.08377,-0.39626,-0.05997,0.11272,-0.09004,-0.01131,0.01745,-0.00763,-0.20482,-0.40219,0.01504,0.0226,-0.02144,-0.01586,0.21807,0.02641,0.07938,-0.04312,-0.16615,-0.00996,-0.01882,-0.2955,-0.02088,0.01858,-0.01747,-0.27625,-0.61091,0.23875,0.63636,-0.0263,-0.08613,0.01972,-0.0742,-0.0074,0.01574,-0.0171,-0.01461,0.00447,-0.16041,-0.02499,0.2145,0.03477,-0.15925,1.04285,-0.01683,-0.01643,-0.01921,-0.11256,0.00919,0.02594,-0.00935,-0.02261,-0.04117,-0.08069,-0.0114,-0.30572,-0.01226,0,0,,0.9998445301,0.0001554699,0.0008040237,-0.000804024,0,13,13,0.0008040237,0.9991959763,0,0
6339,-0.05282,0.08984,-0.48776,-0.18924,0.00672,0.0156,-0.34743,-0.10858,-0.30077,-0.14983,-0.01101,-0.00485,0.0103,-0.37104,-0.51624,-0.00691,0.00726,-0.00778,-0.01574,-0.15142,0.01255,-0.00612,-0.16386,-0.33727,-0.00997,-0.02094,0.52188,-0.01005,0.00232,-0.01053,-0.43071,-0.65368,-0.16862,-0.486,-0.03451,-0.02125,0.01152,-0.04868,-0.00736,0.00934,-0.01484,-0.01442,0.00402,-0.17051,-0.01876,-0.19372,0.00672,-0.53845,0.3007,-0.00988,-0.03567,-0.01993,-0.11938,0.0099,0.01054,-0.01006,0.00915,-0.04271,-0.08832,-0.00719,-0.42778,-0.03989,0,0,,0.9997438579,0.0002561421,0.000997481,-0.000997481,0,12,12,0.000997481,0.999002519,0,0
6340,0.18726,-0.04397,0.40526,0.18804,0.00805,0.08338,-0.12516,-0.00794,0.48749,0.56782,-0.00687,0.03766,-0.01806,0.25018,-0.00395,0.03494,0.11035,-0.03845,-0.01545,0.58219,0.11432,0.07888,0.08615,0.31945,-0.00984,-0.01722,0.6248,-0.01699,0.11156,-0.02249,-0.03082,-0.50721,0.64019,-0.77405,-0.03443,0.03025,0.14535,0.37792,-0.00744,0.11374,-0.01935,-0.01425,0.00847,0.27214,-0.02731,0.55613,0.11211,-0.28547,-1.07942,-0.02186,-0.02637,-0.01887,0.09937,0.01237,0.03128,-0.01253,-0.01252,-0.03757,-0.09465,-0.01671,0.11188,-0.04439,0,0,,0.9998957617,0.0001042383,0.0003048468,-0.000304847,0,19,19,0.0003048468,0.9996951532,0,0
6355,-0.0163,-0.03651,-0.33726,-0.16753,0.00741,0.00018,-0.39043,0.0473,-0.16682,-0.10685,-0.01233,0.00237,-0.01153,-0.11305,-0.05902,0.0002,0.00349,-0.06477,-0.01367,-0.15758,0.00727,-0.02586,0.22337,-0.0682,-0.00999,-0.02027,0.44968,-0.02595,-0.00167,-0.02887,1.26773,-0.63522,-0.17541,3.06908,-0.03322,0.00501,-0.01197,-0.12043,-0.00741,-0.00898,-0.02836,-0.01954,0.00454,-0.12081,-0.04063,-0.21215,0.01584,-0.23393,-0.09664,-0.02826,-0.01829,-0.0194,-0.09234,0.00928,0.00783,-0.00944,-0.02172,-0.00492,0.41898,-0.01968,1.08831,-0.00529,0,0,,0.9999070389,0.0000929611,0.0002722412,-0.000272241,0,20,20,0.0002722412,0.9997277588,0,0
6356,-0.08621,-0.05479,-0.05696,-0.12661,0.00713,-0.01563,1.08095,0.08052,-0.14313,-0.16716,-0.0117,-0.00924,-0.01433,-0.00835,0.08818,-0.01123,-0.00057,-0.02795,-0.01556,-0.14779,0.00282,-0.03888,-0.3463,0.03562,-0.00994,-0.01876,-1.34071,-0.02406,-0.00177,-0.02554,0.29147,1.8653,-0.35277,0.77367,-0.03121,0.01648,-0.01393,-0.11844,-0.00743,-0.00358,-0.0225,-0.01926,0.00381,-0.19823,-0.0273,-0.42824,0.00277,0.00548,-0.15236,-0.02491,-0.01097,-0.01744,-0.12193,0.00924,0.00217,-0.00932,-0.02306,-0.04011,0.35359,-0.01726,0.20535,-0.0257,0,0,,0.9986268773,0.0013731227,0.0057548959,-0.005754896,0,6,6,0.0057548959,0.9942451041,0,0
6358,-0.06883,0.0574,-0.87547,-0.22158,0.00649,0.00187,-0.37894,-0.07058,-0.32161,-0.15833,-0.01205,-0.00597,0.03372,-0.43719,-0.44669,-0.00802,0.00427,-0.01396,-0.01681,-0.04428,0.007,-0.01594,-0.06947,-0.42022,-0.00996,-0.0231,0.28299,-0.01306,-0.00085,-0.0091,-0.45118,-0.64053,-0.0505,-0.24079,-0.03374,-0.06995,0.01677,-0.12942,-0.00735,0.01344,-0.01131,-0.00969,0.00391,-0.19456,-0.02187,0.06496,0.03127,-0.41745,0.93009,-0.00844,-0.02906,-0.02231,-0.17722,0.00945,0.00505,-0.00961,-0.01761,-0.0421,-0.20523,-0.00565,-0.45691,-0.03601,0,0,,0.9997347969,0.0002652031,0.0012229674,-0.001222967,0,11,11,0.0012229674,0.9987770326,0,0
6373,0.01362,0.11034,-0.72259,-0.21448,0.00675,-0.01605,0.51649,-0.12864,0.09517,-0.0781,-0.01169,0.01274,0.00957,-0.36758,-0.55195,0.01041,0.02074,-0.02032,-0.01274,0.03722,0.01954,-0.01275,-0.233,-0.37365,-0.00969,-0.02202,-0.5217,-0.01487,0.01994,-0.02,-0.17725,0.10572,0.0118,0.23436,-0.03464,-0.01791,0.01,-0.13821,-0.00733,0.00949,-0.02065,-0.01853,0.00427,-0.2433,-0.02386,0.19832,0.03559,-0.622,0.30892,-0.01936,-0.039,-0.02077,-0.13527,0.0097,0.03649,-0.00986,0.02891,-0.04132,0.22353,-0.01356,-0.19718,-0.03361,0,0,,0.8774227225,0.1225772775,0.0616420747,-0.061642075,0,1,1,0.0616420747,0.9383579253,0,0
6378,0.11683,-0.06027,-0.53433,-0.19513,0.00701,0.04429,-0.21772,0.07331,0.41474,0.17509,-0.00827,0.03373,-0.01914,0.37896,0.14159,0.03108,0.07601,-0.04047,-0.01465,0.5451,0.06523,0.04798,0.28801,0.32105,-0.00989,-0.02116,0.6939,-0.0186,0.07517,-0.01887,-0.22585,-0.49019,0.5993,-0.54587,-0.03435,0.03952,0.1004,-0.14075,-0.00744,0.07868,-0.01986,-0.01447,0.00657,-0.1705,-0.02949,0.44899,0.0773,-0.46328,-0.60485,-0.01824,-0.02213,-0.02034,-0.12959,0.01147,0.01693,-0.01162,-0.0205,-0.0369,-0.08631,-0.01405,-0.16488,-0.04367,0,0,,0.9998920379,0.0001079621,0.0004775153,-0.000477515,0,17,17,0.0004775153,0.9995224847,0,0
6382,0.33395,-0.12798,2.37682,0.85391,0.01016,0.11472,-0.16637,0.17323,0.97218,0.82839,-0.00778,0.06308,-0.02366,2.3789,1.87907,0.05998,0.11171,-0.06582,-0.01439,0.90287,0.11569,0.26279,0.52592,2.59132,-0.00525,0.04658,-0.55152,-0.03563,0.11301,-0.0253,0.25722,1.87656,1.01307,-0.41807,0.41339,0.07993,0.12651,1.175,-0.00745,0.09754,-0.01458,-0.00482,0.025,1.23429,-0.04033,0.95483,0.11895,3.92894,-1.01258,-0.02468,0.16938,0.04883,-0.01441,0.01193,0.02413,-0.01218,-0.02344,0.00094,-0.2615,-0.01811,0.39999,0.00452,0,0,,0.9989269312,0.0010730688,0.0010453405,-0.001045341,0,12,12,0.0010453405,0.9989546595,0,0
6388,0.08084,-0.00977,0.23265,-0.1172,0.00756,-0.01605,1.84236,0.0235,0.4064,-0.02597,-0.01174,0.02799,-0.01347,-0.04558,-0.21482,0.02543,0.02008,-0.05661,-0.01554,0.21344,0.01898,0.03487,-0.09216,-0.09563,-0.00969,-0.0146,0.31931,-0.02401,0.01731,-0.02466,0.19161,1.68636,0.5895,1.50116,-0.01167,-0.02751,0.01868,-0.09865,-0.00741,0.00501,-0.0218,-0.01392,0.0052,-0.04988,-0.03751,0.29323,0.03187,0.06859,0.44142,-0.02419,0.00058,-0.01323,-0.0126,0.00986,0.01724,-0.00969,-0.02322,-0.02582,-0.10643,-0.01689,0.13996,0.00592,0,0,,0.9995356028,0.0004643972,0.0157441181,-0.015744118,0,4,4,0.0157441181,0.9842558819,0,0
6390,-0.03341,-0.03143,1.69703,0.35894,0.00776,-0.01605,-0.21161,0.05093,-0.01921,-0.06549,-0.01118,0.00132,-0.00518,-0.24465,-0.09314,-0.00084,0.01688,0.09264,-0.01725,-0.08753,0.0176,0.00616,0.06467,-0.23358,-0.0099,0.00502,-1.23957,-0.01792,0.0186,-0.02346,0.048,0.26013,-0.16899,-0.4613,-0.03434,0.05369,0.01032,-0.07602,-0.0074,0.01412,0.00512,-0.00947,0.00394,0.03303,0.01855,-0.02148,0.02458,0.37664,-0.75918,-0.02283,0.02574,0.00553,-0.0977,0.0097,0.00638,-0.00976,-0.01721,-0.04627,-0.20874,-0.01598,0.01247,-0.0241,0,0,,0.998480488,0.001519512,0.0015391392,-0.001539139,0,10,10,0.0015391392,0.9984608608,0,0
6395,0.069,-0.09154,0.33388,-0.00881,0.00782,0.00599,-0.71576,0.12708,0.16134,0.03947,-0.00923,0.01593,-0.01552,0.05326,0.58441,0.01355,0.07632,-0.07294,-0.01556,-0.48472,0.08394,0.04529,0.37205,0.13724,-0.01004,-0.01692,1.05992,-0.01618,0.07549,-0.0124,-0.38146,0.21315,-0.19701,-0.94299,-0.02773,0.05179,0.02978,0.10506,-0.00799,-0.02749,-0.00537,0.00604,0.16851,0.16144,-0.0436,-0.17868,-0.00015,0.4017,-0.63106,-0.0127,-0.0061,-0.01557,-0.12722,0.01008,0.00217,-0.01172,-0.02302,0.48726,-0.31859,-0.00866,-0.39368,-0.04498,0,0,,0.9951988045,0.0048011955,0.0042295445,-0.004229545,0,7,7,0.0042295445,0.9957704555,0,0
6399,0.05447,-0.04672,0.47599,-0.04041,0.00718,0.02234,-0.32517,0.04382,0.20247,0.01589,-0.01057,0.02229,-0.01654,0.11916,0.018,0.01981,0.03425,0.01056,-0.01509,0.30222,0.02967,0.01561,0.21475,0.06771,-0.00995,-0.01469,-0.38099,-0.02204,0.03092,-0.02207,-0.06002,-0.55218,0.33152,0.03976,-0.0337,0.00422,0.0365,-0.10988,-0.00743,0.02883,-0.01355,-0.016,0.00428,-0.15414,-0.01102,0.25351,0.04171,0.16699,-0.24852,-0.02144,-0.00771,-0.01493,-0.07644,0.0102,0.01373,-0.01036,-0.02152,-0.04399,-0.01307,-0.01529,-0.0623,-0.02945,0,0,,0.9997391503,0.0002608497,0.0003687289,-0.000368729,0,18,18,0.0003687289,0.9996312711,0,0
6412,0.05681,-0.00224,-0.36422,-0.1662,0.00734,0.03493,-0.34393,-0.00253,0.17688,0.02572,-0.01077,0.02091,-0.01066,-0.13747,-0.24993,0.01845,0.0363,-0.05206,-0.01135,-0.04073,0.033,0.03228,0.09959,-0.15769,-0.00997,-0.02048,0.41218,-0.01849,0.03309,-0.02222,-0.04965,-0.62815,-0.04659,-0.11686,-0.03442,0.02043,0.01282,-0.12196,-0.00738,0.01035,-0.02064,-0.01343,0.00586,-0.11117,-0.03561,0.08087,0.03098,-0.49171,-0.36929,-0.0216,-0.02651,-0.01981,-0.09903,0.00995,0.01694,-0.01011,-0.01461,-0.03062,-0.1226,-0.01525,-0.06564,-0.03872,0,0,,0.9998408499,0.0001591501,0.0004683749,-0.000468375,0,17,17,0.0004683749,0.9995316251,0,0
6414,0.14406,-0.11817,0.55645,0.18269,0.00775,0.01234,-0.33423,0.05094,0.39122,0.38733,-0.00862,0.03247,-0.02267,1.43814,1.36093,0.02983,0.06513,-0.00879,-0.01048,0.44395,0.06543,-0.00542,0.23243,1.50974,-0.00992,-0.01611,0.116,-0.02743,0.06365,-0.02603,0.37188,-0.33531,0.48777,-0.35743,-0.03211,-0.00192,0.07549,0.20449,-0.00745,0.05924,-0.01886,-0.0185,0.00523,0.07049,-0.01881,0.30238,0.05618,0.93599,-0.99107,-0.02541,-0.01732,-0.01961,-0.0081,0.01008,0.02051,-0.01024,-0.0227,-0.04262,0.21803,-0.0179,0.34459,-0.04006,0,0,,0.999796152,0.000203848,0.0004500809,-0.000450081,0,17,17,0.0004500809,0.9995499191,0,0
6415,0.0337,0.03838,-0.16685,-0.15775,0.00672,-0.01605,0.17098,-0.03749,0.1531,-0.07676,-0.01009,0.01498,-0.01195,-0.10015,-0.39603,0.01261,0.02851,0.00959,-0.01583,0.05532,0.02763,-0.01025,0.00594,-0.08884,-0.00974,-0.01877,0.95745,-0.0159,0.03068,-0.01552,-0.33236,0.15986,0.0566,-0.09576,-0.03418,-0.03291,0.0201,-0.13693,-0.00741,0.0162,-0.01091,-0.01306,0.00424,-0.19323,-0.01217,-0.15302,0.01329,-0.28514,0.4662,-0.01488,-0.02068,-0.01777,0.01949,0.00989,0.01753,-0.01005,-0.0169,-0.04394,-0.13348,-0.01061,-0.33532,-0.03067,0,0,,0.9983221206,0.0016778794,0.0024225102,-0.00242251,0,9,9,0.0024225102,0.9975774898,0,0
6419,-0.05282,0.04826,0.11158,-0.137,0.00695,-0.01605,-0.22804,-0.05,-0.28241,-0.15047,-0.01245,-0.00396,0.10687,-0.49331,-0.42343,-0.00603,0.00852,0.02565,-0.01502,-0.40317,0.01231,-0.03324,-0.29497,-0.47403,-0.00999,-0.01493,-0.3178,-0.01095,0.01369,-0.00445,-0.50327,-0.13362,-0.44515,-0.477,-0.02624,-0.0787,-0.01823,-0.13491,0.06122,-0.01395,0.00396,0.00006,0.00395,-0.12953,-0.0033,-0.0781,0.01886,-0.16712,0.71448,-0.00378,-0.01198,-0.01752,-0.09158,0.01078,0.00685,-0.01081,-0.02265,-0.04469,-0.29387,-0.0043,-0.47848,-0.02911,0,0,,0.9794644835,0.0205355165,0.0666860578,-0.066686058,0,1,1,0.0666860578,0.9333139422,0,0
6423,-0.14022,0.06462,-0.74842,-0.23443,0.01047,0.01623,0.28274,-0.07073,-0.2775,-0.23554,-0.0122,-0.01911,0.03461,-0.43868,-0.46383,-0.02095,-0.01131,-0.06964,-0.01567,-0.28614,-0.00756,0.03724,-0.23525,-0.41573,-0.00997,-0.02189,-1.17032,-0.01587,-0.01287,-0.02439,0.14495,0.1643,-0.35622,0.01102,-0.03462,0.04044,-0.01195,-0.10032,-0.00735,-0.0068,-0.02672,-0.01703,0.00001,-0.14471,-0.04241,-0.34448,0.00042,-0.76128,-0.47718,-0.02379,-0.03551,-0.02061,-0.13055,0.00927,-0.0068,-0.00895,0.00515,0.04787,0.05785,-0.01645,0.07371,-0.03966,0,0,,0.9996640145,0.0003359855,0.0036439449,-0.003643945,0,8,8,0.0036439449,0.9963560551,0,0
6426,0.26335,-0.0694,0.92824,0.07682,0.00784,-0.01605,0.11954,0.09903,1.04174,0.36257,-0.00717,0.06569,-0.02233,1.23806,0.24323,0.06255,0.09218,-0.01003,-0.01574,0.76645,0.07777,0.13135,0.34623,1.10893,-0.00837,-0.01026,1.07498,-0.02453,0.09474,-0.02212,-0.05687,0.81384,0.85005,-0.1449,-0.03204,0.03871,0.08435,0.04606,-0.00745,0.06574,-0.01328,-0.01241,0.00554,0.04745,-0.01711,0.40223,0.05603,0.56032,-0.4847,-0.02149,0.00913,-0.00903,0.58693,0.01112,0.02526,-0.01162,-0.02238,-0.0425,-0.15111,-0.01582,-0.00565,-0.02868,0,0,,0.9991871017,0.0008128983,0.00128155,-0.00128155,0,11,11,0.00128155,0.99871845,0,0
6442,0.01763,0.0245,-0.7344,-0.22102,-0.00427,-0.01605,-0.74807,-0.01992,0.00163,-0.06629,-0.00886,0.01081,-0.00188,-0.28536,-0.35289,0.00851,0.06456,-0.00943,-0.01622,-0.0027,0.06029,-0.01199,-0.07705,-0.27602,-0.00839,-0.02195,0.19912,-0.00243,0.06415,-0.00324,-0.51081,-0.28243,-0.78823,-0.97386,-0.03427,-0.01948,-0.08828,-0.05756,-0.00737,0.05648,-0.01041,-0.00947,0.00512,-0.17463,-0.02305,0.12121,0.05858,-0.57963,-0.04889,-0.00295,-0.02875,-0.02213,-0.15341,0.00781,0.01404,-0.00772,-0.01752,-0.04256,-0.20868,0.00106,-0.53923,-0.04641,0,0,,0.9990766741,0.0009233259,0.01977575,-0.01977575,0,3,3,0.01977575,0.98022425,0,0
6443,-0.05008,0.05456,-0.60545,-0.20366,-0.18777,-0.01605,1.45834,-0.05798,-0.21738,-0.1304,-0.01243,-0.00172,0.02466,-0.41889,-0.43965,-0.00383,0.00415,-0.0656,-0.01633,-0.22416,0.00681,-0.02165,-0.16485,-0.40892,-0.00965,-0.02146,-0.61501,-0.02126,-0.00006,-0.02586,0.3442,0.84624,-0.2518,1.13424,-0.03446,0.00469,-0.01042,-0.13276,-0.00728,-0.00768,-0.02586,-0.01676,0.00453,-0.12794,-0.04093,-0.0517,0.01996,-0.58666,-0.01238,-0.02525,-0.0318,-0.02026,-0.13006,0.0093,0.00756,-0.00943,-0.00611,-0.0004,0.03738,-0.01752,0.25734,-0.02659,0,0,,0.9995821634,0.0004178366,0.0042098029,-0.004209803,0,7,7,0.0042098029,0.9957901971,0,0
6448,0.69716,0.01771,-0.06243,-0.1505,0.00649,0.17278,-0.08585,-0.01202,2.12651,0.30712,-0.00669,0.12604,-0.02115,0.7828,-0.32946,0.12197,0.13167,0.01969,-0.01337,2.18271,0.13569,0.19298,0.07601,0.88789,-0.00982,-0.01753,-0.14401,-0.02133,0.13415,-0.01345,-0.37954,-0.37746,2.40478,0.22321,-0.03353,-0.04056,0.16034,-0.05448,-0.00745,0.12543,-0.01691,-0.02101,0.0059,-0.22887,0.0015,1.90082,0.13996,-0.12723,0.61382,-0.0128,-0.01106,-0.01624,-0.09325,0.01271,0.08755,-0.01287,-0.02143,-0.04444,1.09262,-0.01202,-0.27925,-0.0217,0,0,,0.9990205586,0.0009794414,0.0009983889,-0.000998389,0,12,12,0.0009983889,0.9990016111,0,0
6450,0.0112,-0.12774,1.07869,0.42859,0.01008,0.00174,-0.28728,0.17293,-0.00278,0.13884,-0.00891,0.01122,-0.02016,0.54802,1.86376,0.00891,0.06646,-0.01106,0.06077,-0.05638,0.05721,-0.0196,0.5355,0.47032,-0.00993,-0.01174,2.04813,-0.03342,0.06505,-0.02002,-0.17624,-0.50628,-0.06385,-0.9667,-0.02241,0.08279,0.06055,0.50989,-0.00744,0.04759,-0.0017,-0.00002,0.00509,0.54984,-0.0185,0.09257,0.05317,2.00419,-1.05137,-0.01939,0.00845,-0.01032,3.46794,0.01068,0.00727,-0.01083,-0.02324,-0.0424,-0.29344,-0.01422,-0.15241,-0.04427,0,0,,0.9993616017,0.0006383983,0.0005133199,-0.00051332,0,16,16,0.0005133199,0.9994866801,0,0
6452,0.18562,-0.12096,1.91087,0.60106,0.00766,-0.01605,0.43849,0.16434,0.5145,0.41373,-0.01059,0.03737,-0.02223,1.18956,1.48822,0.03466,0.04653,0.04334,-0.01576,0.52831,0.05039,0.03098,-0.16082,1.322,-0.00861,0.00855,-1.43196,-0.02604,0.04517,-0.02791,0.83959,3.15757,0.62912,0.15983,-0.0255,0.07552,0.05119,-0.09494,-0.00745,0.03785,-0.00824,-0.01565,0.0044,0.05787,0.00282,0.61636,0.06273,2.75852,-0.95281,-0.02729,0.06395,0.01026,-0.10325,0.01049,0.01675,-0.01054,-0.0233,-0.04529,-0.03241,-0.01928,0.84251,-0.0065,0,0,,0.9991011298,0.0008988702,0.0009543371,-0.000954337,0,12,12,0.0009543371,0.9990456629,0,0
6460,0.0165,0.03848,-0.1054,-0.15307,0.00723,-0.01605,1.07494,-0.03762,0.18421,-0.08564,-0.01163,0.01341,-0.0065,-0.22432,-0.39631,0.01107,0.01613,-0.03615,-0.01467,0.1839,0.01597,-0.03302,-0.01579,-0.23373,-0.0098,-0.01812,-0.03342,-0.02067,0.01404,-0.02179,-0.07871,0.69522,0.13089,0.76793,-0.03281,-0.05652,0.00896,-0.13962,-0.0074,0.00994,-0.01839,-0.01361,0.00432,-0.13871,-0.02982,0.16651,0.0302,-0.24607,0.53827,-0.02116,-0.0185,-0.01885,-0.09059,0.00968,0.01534,-0.00974,-0.02063,-0.03825,-0.11683,-0.0148,-0.10657,-0.01525,0,0,,0.9976627651,0.0023372349,0.0077424235,-0.007742423,0,6,6,0.0077424235,0.9922575765,0,0
6464,0.03684,-0.02332,1.12748,0.46862,0.00803,-0.00905,-0.32391,-0.02434,0.00668,0.15677,-0.01107,0.01173,-0.00543,-0.24097,-0.14281,0.00941,0.03347,0.02035,-0.01515,0.06389,0.03708,-0.03854,0.04541,-0.20652,-0.00995,-0.01127,0.21212,-0.01872,0.0301,-0.02669,0.50085,-0.60626,0.06875,-0.44921,-0.03451,0.03654,0.03463,0.10281,-0.00739,0.02737,-0.00902,-0.01278,0.00434,0.22572,-0.00716,0.24046,0.05085,-0.06718,-1.06801,-0.02607,-0.02094,-0.01354,0.0842,0.01022,0.01662,-0.01037,-0.00873,-0.04447,-0.14123,-0.01839,0.48109,-0.03728,0,0,,0.9998142332,0.0001857668,0.0010285359,-0.001028536,0,12,12,0.0010285359,0.9989714641,0,0
6466,0.02973,-0.12452,1.11902,0.40137,0.0077,0.03893,-0.30093,0.14769,0.07186,0.17337,-0.00987,0.01524,-0.02195,1.06187,1.67257,0.01287,0.03756,0.04145,-0.01573,0.18884,0.03385,0.03933,0.47279,0.99883,-0.00994,-0.01108,1.15264,-0.02581,0.03443,-0.02617,0.39662,-0.40633,0.20652,-0.41104,-0.02933,0.06455,0.04621,0.0077,-0.00745,0.0364,-0.00801,-0.01511,0.0042,0.05566,0.00214,0.1006,0.03612,1.90639,-1.01376,-0.02554,0.00686,-0.01088,0.78478,0.01051,0.0087,-0.01067,-0.02321,-0.04523,-0.05909,-0.01814,0.40677,-0.03638,0,0,,0.9997783775,0.0002216225,0.0003315066,-0.000331507,0,19,19,0.0003315066,0.9996684934,0,0
6471,-0.01761,0.05458,-0.41027,-0.18133,0.00656,-17.30823,-0.36493,-0.05806,1.13669,-0.11919,-0.01089,0.00309,-0.00073,-0.29699,-0.43973,0.00091,0.0174,0.01637,-0.01626,-0.0114,0.01985,-0.07665,-0.03837,-0.27219,-0.00996,-0.0205,-0.03697,-0.01262,0.01307,-0.01342,-0.38008,-0.63695,-0.01425,-0.27227,-0.03447,-0.0222,0.02128,-0.1394,-0.00739,0.01695,-0.0103,-0.01351,0.00408,-0.21475,-0.0102,-0.05262,0.02116,-0.42882,0.37155,-0.01277,-0.02785,-0.0192,-0.11724,0.00966,0.01241,-0.00981,-0.01106,-0.04429,-0.12016,-0.00892,-0.3867,-0.03699,0,0,,0.9992442934,0.0007557066,0.00092834,-0.00092834,0,13,13,0.00092834,0.99907166,0,0
6479,-0.0605,-0.07518,-0.25298,0.04489,0.00734,-0.01605,-0.85043,0.10636,-0.15158,0.03725,-0.01001,-0.0035,-0.00537,-0.24193,0.31743,-0.00558,0.02351,-0.01246,-0.01509,-0.15649,0.02031,-0.03732,-0.31227,-0.23951,-0.00989,-0.02029,-0.93896,-0.00987,0.04734,-0.02587,0.34544,-0.14879,-0.18028,-1.07166,-0.03468,0.10419,0.04851,-0.04791,-0.00741,0.03938,-0.0189,-0.01795,0.00423,-0.08984,-0.01955,-0.03949,0.02824,-0.65867,-1.34154,-0.02525,-0.02236,-0.01899,-0.12145,0.01044,0.00383,-0.00992,-0.0176,-0.04226,0.14697,-0.01792,0.34961,-0.04808,0,0,,0.9988988897,0.0011011103,0.0019395658,-0.001939566,0,10,10,0.0019395658,0.9980604342,0,0
6480,0.0593,-0.12559,0.9237,0.47643,0.00978,-0.01314,-0.6488,0.17021,0.23278,0.38205,-0.0073,0.0217,-0.02225,1.20013,1.73317,0.01923,0.08389,0.02384,-0.01592,0.20309,0.07101,0.10486,0.4996,1.09024,-0.00929,-0.01364,0.00186,-0.03115,0.08474,-0.01914,-0.20639,0.35893,1.27248,-0.87901,-0.03187,0.08721,0.27927,0.55114,-0.00745,0.07634,-0.00969,-0.01405,0.00484,0.39588,0.01528,0.16996,0.06075,1.54966,-1.13543,-0.01871,0.00183,-0.01236,-0.12717,0.01487,0.00984,-0.0149,-0.02282,-0.04462,-0.10186,-0.01661,0.09607,-0.04392,0,0,,0.9948838053,0.0051161947,0.0016489301,-0.00164893,0,10,10,0.0016489301,0.9983510699,0,0
